"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.454470477E0	-3.703320399E-2	4.113350064E-3	-4.167556763E-4	3.726327323E-2
1.459190477E0	-2.960722893E-2	-1.020736992E-2	9.078025818E-3	3.260657846E-2
1.463910477E0	-1.752518862E-2	-3.052722663E-3	9.002685547E-3	1.993739449E-2
1.468630529E0	-3.142969683E-3	-5.393262953E-3	-2.429294586E-2	2.508212037E-2
1.473350529E0	-5.519080907E-3	-1.957889274E-2	2.011299133E-3	2.044110122E-2
1.478070529E0	-7.567368448E-4	-7.516622543E-3	-2.751350403E-3	8.040036950E-3
1.482790581E0	-7.842540741E-3	-2.405743860E-2	-2.728462219E-3	2.545015330E-2
1.487510581E0	-7.778465748E-3	-1.675948128E-2	3.051376343E-2	3.567176055E-2
1.492230633E0	-1.005982794E-2	-1.426810771E-2	1.364994049E-2	2.216077416E-2
1.496950633E0	-2.830808982E-3	-9.396720678E-3	3.726577759E-2	3.853634672E-2
1.501670633E0	1.965086907E-3	-1.880322024E-2	3.220844269E-2	3.734710750E-2
1.506390633E0	1.146678254E-2	-2.341355570E-2	2.719497681E-2	3.767291409E-2
1.511110685E0	-2.839365974E-3	-6.629437208E-3	2.933979034E-2	3.021315499E-2
1.515830685E0	6.674701348E-3	-1.849513501E-3	4.333209991E-2	4.388215151E-2
1.520550685E0	8.990526199E-3	-1.846553385E-2	3.347969055E-2	3.927715852E-2
1.525270737E0	2.077889442E-2	-8.785247803E-3	5.692958832E-2	6.123659901E-2
1.529990737E0	2.063244209E-2	-2.297050692E-2	6.120109558E-2	6.854863934E-2
1.534710737E0	2.766198479E-2	-1.093576103E-2	5.119991302E-2	5.921323640E-2
1.539430790E0	4.175160080E-2	5.688484758E-3	2.704524994E-2	5.006995679E-2
1.544150790E0	1.770155504E-2	-8.617389947E-3	3.868484497E-2	4.340647061E-2
1.548870790E0	1.992580295E-2	-1.448027790E-3	5.142211914E-3	2.062951165E-2
1.553590842E0	5.521025509E-3	-1.803940162E-2	3.120040894E-2	3.646048891E-2
1.558310842E0	1.262068562E-2	-2.737362497E-2	5.704212189E-2	6.451667008E-2
1.563030894E0	-1.723058522E-3	-1.064982265E-3	6.131267548E-2	6.134612695E-2
1.567750894E0	1.015458815E-2	-1.062471420E-2	3.707313538E-2	3.988003985E-2
1.572470894E0	-4.168760031E-3	-5.839664489E-3	-1.202583313E-3	7.275056575E-3
1.577190894E0	-1.706585288E-3	1.076992229E-2	-1.192092896E-3	1.096926364E-2
1.581910946E0	7.797887549E-3	1.068698987E-2	-1.067352295E-2	1.699832036E-2
1.586630946E0	7.675794885E-3	-1.312399656E-2	-2.956676483E-2	3.324681481E-2
1.591350946E0	1.707408950E-2	-2.487222478E-2	1.101875305E-2	3.211798587E-2
1.596070998E0	-4.425566643E-3	-2.468621731E-2	-2.229404449E-2	3.355621232E-2
1.600790998E0	1.462108828E-2	-2.212879248E-2	-1.498985291E-2	3.046564244E-2
1.605510998E0	-2.106728032E-2	-6.376132369E-4	4.118919373E-3	2.147562217E-2
1.610231050E0	-1.374620385E-2	-3.026269376E-3	-7.659339905E-2	7.787596038E-2
1.614951050E0	-1.603379846E-2	4.068430513E-3	-1.188755035E-2	2.037028898E-2
1.619671050E0	-8.810956031E-3	-1.016804576E-2	-7.822895050E-2	7.937752073E-2
1.624391102E0	5.470499396E-3	4.132807255E-3	-1.113700867E-2	1.307820406E-2
1.629111102E0	5.367811769E-3	8.851025254E-3	-3.951931000E-2	4.085253865E-2
1.633831102E0	-8.943475783E-3	6.411198527E-3	1.064109802E-2	1.530758612E-2
1.638551154E0	-4.096625373E-3	1.562763005E-3	-6.057739258E-3	7.478019295E-3
1.643271154E0	-6.324702874E-3	6.302315742E-3	-6.770133972E-2	6.828757171E-2
1.647991154E0	-1.341975294E-2	1.334735379E-2	1.591300964E-2	2.472782841E-2
1.652711206E0	9.560827166E-4	-1.022346318E-3	-7.676219940E-2	7.677496039E-2
1.657431206E0	-1.086160913E-2	1.554720104E-2	1.404666901E-2	2.360082463E-2
1.662151206E0	-1.311727427E-2	1.299559325E-2	-4.064655304E-2	4.464404330E-2
1.666871258E0	-3.188052028E-2	1.029606909E-3	-4.714012146E-3	3.224359742E-2
1.671591258E0	-1.975172199E-2	8.118502796E-3	5.702018738E-2	6.088794937E-2
1.676311258E0	-2.922253683E-3	1.277543977E-2	-2.175998688E-2	2.540174122E-2
1.681031310E0	-2.871040255E-3	1.502078027E-2	-1.445960999E-2	2.104630687E-2
1.685751310E0	-5.277244374E-3	5.382895470E-3	2.600002289E-2	2.707076028E-2
1.690471310E0	1.137578860E-2	1.483646780E-2	-2.642059326E-2	3.236629561E-2
1.695191362E0	1.602578722E-2	1.712067798E-2	-2.620029449E-2	3.516246439E-2
1.699911362E0	1.580717042E-2	1.932980493E-2	5.232334137E-2	5.797620242E-2
1.704631362E0	-9.080283344E-4	1.208486408E-2	-4.777431488E-2	4.928745903E-2
1.709351362E0	-2.231364697E-2	2.617229521E-2	6.652355194E-2	7.488838923E-2
1.714071415E0	-1.255350187E-2	2.232179046E-3	-6.216716766E-2	6.346124619E-2
1.718791415E0	-3.852374107E-2	2.592131868E-2	1.191043854E-2	4.793591487E-2
1.723511415E0	-2.936720848E-4	-2.762384713E-3	-1.666355133E-2	1.689351815E-2
1.728231467E0	-5.094237626E-3	2.336915210E-2	2.618789673E-2	3.546652593E-2
1.732951467E0	2.009298652E-3	-7.666427642E-3	1.173210144E-2	1.415816365E-2
1.737671467E0	9.109603241E-3	6.641384214E-3	-1.209449768E-2	1.653389638E-2
1.742391519E0	6.603719667E-3	2.314715087E-2	9.362220764E-3	2.582732825E-2
1.747111519E0	1.132131554E-2	1.584251225E-2	-2.393627167E-2	3.085615792E-2
1.751831519E0	1.734159887E-3	-8.928813040E-4	3.321170807E-2	3.326893597E-2
1.756551571E0	1.690283418E-3	3.867048770E-3	-7.404327393E-3	8.522628020E-3
1.761271571E0	6.420521066E-3	6.186444312E-3	-4.968643188E-3	1.020698776E-2
1.765991571E0	6.393555552E-3	3.740750253E-3	1.405525208E-2	1.588775868E-2
1.770711623E0	1.114056632E-2	-8.148111403E-3	-4.775714874E-2	4.971166054E-2
1.775431623E0	1.347513311E-2	-8.988752961E-4	-4.973220825E-2	5.153328756E-2
1.780151623E0	1.573428139E-2	-7.947348058E-3	1.949596405E-2	2.628346564E-2
1.784871675E0	2.037530765E-2	-3.100734204E-3	2.882480621E-2	3.543497097E-2
1.789591675E0	8.367801085E-3	-1.253163069E-2	4.282188416E-2	4.539576660E-2
1.794311675E0	2.264585719E-2	-1.956710592E-2	-7.365226746E-3	3.082130832E-2
1.799031675E0	-3.561897203E-3	-2.177012339E-2	-6.425285339E-2	6.793419281E-2
1.803751727E0	8.330916986E-3	-1.206238195E-2	-2.575111389E-2	2.963148837E-2
1.808471727E0	1.532289758E-2	2.338200808E-3	1.717472076E-2	2.313502554E-2
1.813191727E0	1.276523806E-2	-1.908629388E-2	3.126811981E-2	3.879346895E-2
1.817911779E0	3.164048120E-2	-1.423071697E-2	1.914310455E-2	3.962438401E-2
1.822631779E0	2.674169652E-2	-1.176040992E-2	-4.508399963E-2	5.372143518E-2
1.827351779E0	9.963354096E-3	9.700346738E-3	-3.521728516E-2	3.786320543E-2
1.832071831E0	9.850908071E-3	2.535566688E-3	-3.017807007E-2	3.184627767E-2
1.836791831E0	1.685804874E-2	-6.942383945E-3	-4.653739929E-2	4.998119681E-2
1.841511831E0	2.422876656E-3	-3.060662560E-2	4.401969910E-2	5.366907648E-2
1.846231883E0	5.650520325E-5	-1.138968021E-2	3.314018250E-3	1.186215516E-2
1.850951883E0	8.273683488E-5	1.241288707E-2	5.660057068E-3	1.364268510E-2
1.855671883E0	1.669094339E-2	7.542513311E-3	-8.625030518E-3	2.024520313E-2
1.860391935E0	-9.523153305E-3	-2.096013725E-2	-4.651927948E-2	5.190434631E-2
1.865111935E0	9.482031688E-3	-4.140499979E-3	-1.046180725E-3	1.039938263E-2
1.869831935E0	-1.667199098E-2	7.737245411E-3	3.706932068E-3	1.874997587E-2
1.874551935E0	2.476857975E-3	-4.184745252E-3	-5.815505981E-3	7.580701028E-3
1.879271987E0	-1.415523887E-2	-2.312612347E-2	-1.288414001E-2	3.001981742E-2
1.883991987E0	-2.355806157E-2	-2.292659320E-2	-9.126663208E-4	3.288531436E-2
1.888711987E0	-2.813661098E-2	-2.979133464E-2	-5.073642731E-2	6.521792356E-2
1.893432040E0	-1.132106222E-2	3.740124404E-3	1.375484467E-2	1.820304184E-2
1.898152040E0	-1.597376354E-2	-1.049354672E-2	2.313137054E-2	3.000559861E-2
1.902872040E0	-1.818683185E-2	-3.308620304E-3	3.717613220E-2	4.151834084E-2
1.907592092E0	-1.800842211E-2	-5.702994764E-3	-3.472328186E-3	1.920636559E-2
1.912312092E0	-1.777538657E-2	-1.516800001E-2	3.674507141E-3	2.365448361E-2
1.917032092E0	-8.080895990E-3	-1.028893888E-2	-8.220672607E-3	1.545129773E-2
1.921752092E0	-1.753433980E-2	2.065108344E-2	6.066131592E-2	6.643580035E-2
1.926472144E0	1.677505672E-3	2.051378042E-2	-5.611610413E-2	5.977161830E-2
1.931192144E0	1.118160225E-2	6.140235811E-3	-2.005481720E-2	2.376818078E-2
1.935912144E0	-3.642661497E-2	6.067808717E-3	3.231525421E-2	4.907129747E-2
1.940632196E0	1.813648269E-3	2.028923854E-2	1.069068909E-2	2.300507235E-2
1.945352196E0	-2.195954695E-2	1.538120955E-2	7.704257965E-2	8.157427529E-2
1.950072196E0	-1.694812439E-2	-1.318677515E-2	7.586479187E-3	2.277464875E-2
1.954792248E0	9.349348024E-3	-1.205753535E-3	-1.857852936E-2	2.083328834E-2
1.959512248E0	-1.933909953E-4	-2.963550203E-2	-5.401611328E-2	6.161201891E-2
1.964232248E0	-4.966802895E-3	-1.271559671E-2	-1.322650909E-2	1.900778981E-2
1.968952248E0	1.634531841E-2	-5.456194282E-3	-2.735424042E-2	3.232945961E-2
1.973672300E0	1.858071238E-2	1.123423874E-2	-3.396987915E-3	2.197704529E-2
1.978392300E0	2.082546055E-2	4.028778523E-3	-2.709770203E-2	3.441244424E-2
1.983112300E0	2.067861706E-2	-5.433555692E-3	-3.142356873E-3	2.161025538E-2
1.987832352E0	-3.251785412E-3	2.072023973E-2	7.756233215E-2	8.034810397E-2
1.992552352E0	6.293546408E-3	2.521619946E-2	2.471256256E-2	3.586329865E-2
1.997272352E0	2.536293864E-2	3.444853052E-2	-1.036281586E-1	1.121105488E-1
2.001992404E0	2.998000383E-2	3.659710661E-2	-1.146287918E-1	1.240076963E-1
2.006712404E0	1.297884062E-2	2.689133212E-2	-4.011535645E-2	5.000835800E-2
2.011432404E0	8.373036981E-4	2.667413279E-2	-4.189491272E-3	2.701411251E-2
2.016152404E0	1.981210336E-2	2.877559140E-2	5.922317505E-4	3.494144872E-2
2.020872456E0	1.263912953E-2	6.810203195E-5	-3.500747681E-2	3.721929158E-2
2.025592456E0	1.973524690E-2	1.425577700E-2	-1.810359955E-2	3.033887711E-2
2.030312456E0	2.903228626E-3	-4.839356989E-3	5.775451660E-3	8.074896556E-3
2.035032508E0	7.623361424E-3	1.893652231E-2	-2.274703979E-2	3.056362766E-2
2.039752508E0	5.236640573E-4	1.638459042E-2	-3.204917908E-2	3.599831811E-2
2.044472508E0	5.291596055E-3	-1.227575913E-2	-3.415584564E-2	3.667856380E-2
2.049192560E0	1.233689673E-2	-2.877683006E-2	-1.963329315E-2	3.695634140E-2
2.053912560E0	7.459074259E-3	-2.135562524E-2	-1.946926117E-2	2.984547954E-2
2.058632560E0	2.771466970E-4	-1.399618387E-2	2.103233337E-2	2.526517406E-2
2.063352560E0	5.075260997E-3	7.427264005E-3	3.034973145E-2	3.165483729E-2
2.068072612E0	-6.804911420E-3	4.971243441E-3	1.622200012E-3	8.582051833E-3
2.072792612E0	2.652681433E-2	-1.404643804E-2	-1.025581360E-2	3.171996237E-2
2.077512612E0	2.864970267E-2	-1.386646926E-2	6.438255310E-3	3.247361335E-2
2.082232665E0	1.889017597E-2	-1.371613517E-2	3.485965729E-2	4.195434207E-2
2.086952665E0	2.149276435E-3	-1.834078878E-2	1.795959473E-2	2.575948301E-2
2.091672665E0	1.874011010E-2	-4.431089759E-2	2.730083466E-2	5.531711258E-2
2.096392717E0	1.618196443E-2	-5.968626589E-3	4.131126404E-2	4.476718678E-2
2.101112717E0	8.927343413E-3	-3.511138260E-3	3.622055054E-2	3.746937194E-2
2.105832717E0	3.023558855E-2	-2.005727589E-2	2.168178558E-2	4.226801341E-2
2.110552717E0	1.340014674E-2	-5.618050694E-3	2.150154114E-2	2.595077451E-2
2.115272769E0	8.569564670E-3	-7.909249514E-3	1.183128357E-2	1.661243322E-2
2.119992769E0	-1.045820862E-2	-3.156534955E-2	1.410579681E-2	3.612089317E-2
2.124712769E0	-1.037248410E-2	-2.417692542E-2	2.347946167E-2	3.526183872E-2
2.129432821E0	1.344150119E-2	-2.399661392E-2	1.928329468E-3	2.757226665E-2
2.134152821E0	-1.040076278E-2	2.283822745E-3	3.513145447E-2	3.670981893E-2
2.138872821E0	3.893800080E-3	2.271525562E-3	-3.126144409E-3	5.485825946E-3
2.143592821E0	-1.512298360E-2	2.315364778E-3	-1.021957397E-2	1.839851188E-2
2.148312873E0	-1.265317760E-2	2.330940217E-3	4.206943512E-2	4.399288075E-2
2.153032873E0	-3.622172773E-2	1.655570790E-2	-1.048564911E-2	4.118317449E-2
2.157752873E0	-1.928285137E-2	4.560217261E-3	1.333141327E-2	2.388201244E-2
2.162472925E0	-2.384122089E-2	9.274791926E-3	1.322078705E-2	2.879608982E-2
2.167192925E0	-2.833362669E-2	4.458550364E-3	-8.245468140E-3	2.984394105E-2
2.171912925E0	-9.087752551E-3	1.151887700E-2	-4.139614105E-2	4.391938374E-2
2.176632977E0	-1.850482821E-2	2.326612920E-2	-5.054378510E-2	5.863800514E-2
2.181352977E0	-3.496192396E-2	1.833337545E-2	-9.783744812E-3	4.067149425E-2
2.186072977E0	-2.283541299E-2	8.667893708E-3	-9.702682495E-3	2.628175252E-2
2.190792977E0	-2.259044163E-2	1.572112367E-2	-2.860450745E-2	3.969508318E-2
2.195513029E0	-5.765317008E-3	2.271556482E-2	-2.124786377E-2	3.163396086E-2
2.200233029E0	3.773136064E-3	2.490604669E-2	7.404327393E-3	2.625589042E-2
2.204953029E0	-1.764350384E-2	2.233242244E-2	2.157974243E-2	3.571716119E-2
2.209673081E0	2.281311899E-2	7.859792560E-3	2.139949799E-2	3.225140697E-2
2.214393081E0	-1.057064533E-2	2.438330278E-2	1.647567749E-2	3.126870554E-2
2.219113081E0	8.471090347E-3	-9.061496705E-3	4.006767273E-2	4.194387312E-2
2.223833081E0	1.071599126E-2	2.857174724E-3	1.125907898E-2	1.580388482E-2
2.228553133E0	1.531506516E-2	9.986713529E-3	3.252029419E-2	3.730757567E-2
2.233273133E0	2.227667347E-2	1.468396559E-2	2.513122559E-2	3.665306980E-2
2.237993133E0	3.162497655E-3	-9.188484401E-3	2.492141724E-2	2.674895650E-2
2.242713133E0	2.689151093E-2	-6.732303649E-3	3.183269501E-2	4.221134615E-2
2.247433185E0	5.642734468E-4	4.211924970E-4	5.292415619E-2	5.292884012E-2
2.252153185E0	7.620660588E-3	-1.855873317E-2	5.722904205E-2	6.064374905E-2
2.256873185E0	1.707523316E-2	-4.160054028E-3	6.921768188E-3	1.888863446E-2
2.261593237E0	1.936050877E-2	-6.491459906E-3	-2.546310425E-4	2.042139046E-2
2.266313237E0	2.559578046E-3	-1.354928687E-2	3.771400452E-2	4.015570633E-2
2.271033237E0	8.013285697E-5	-3.244060650E-2	4.926395416E-2	5.898590129E-2
2.275753237E0	4.795812070E-3	-2.032710984E-2	3.461647034E-2	4.042884152E-2
2.280473290E0	-7.082011551E-3	-2.017896995E-2	2.246284485E-2	3.101491761E-2
2.285193290E0	1.503508538E-4	-2.477774769E-2	9.193420410E-4	2.479525309E-2
2.289913290E0	4.865597934E-3	-3.402799368E-2	-8.579254150E-3	3.542854779E-2
2.294633342E0	-4.667906091E-3	-5.235120654E-3	-3.761291504E-3	7.958840953E-3
2.299353342E0	9.607011452E-3	-3.603215516E-2	2.711677551E-2	4.610781266E-2
2.304073342E0	-4.655644298E-3	-1.911489666E-2	7.907867432E-3	2.120350597E-2
2.308793342E0	-6.935033947E-3	-1.425899938E-2	5.469322205E-3	1.677281266E-2
2.313513394E0	-1.394118741E-2	-3.311642259E-2	-1.593208313E-2	3.930503053E-2
2.318233394E0	-1.625514217E-2	-1.382259279E-2	3.183364868E-3	2.157376950E-2
2.322953394E0	4.333946854E-4	-1.607339084E-2	7.829666138E-4	1.609828441E-2
2.327673394E0	5.202259868E-3	-1.121485606E-2	-2.057933807E-2	2.400720016E-2
2.332393446E0	7.558649406E-3	-4.023838788E-3	1.281261444E-2	1.541063101E-2
2.337113446E0	4.037264735E-4	-3.983493894E-3	1.745128632E-2	1.790470923E-2
2.341833446E0	2.771969885E-3	-1.580789685E-2	1.493263245E-2	2.192160878E-2
2.346553498E0	9.894376621E-3	-1.095149666E-2	-6.546974182E-3	1.614610909E-2
2.351273498E0	-6.799530238E-3	1.010987908E-3	-8.866310120E-3	1.121905358E-2
2.355993498E0	-2.810022607E-2	8.099954575E-3	2.917385101E-2	4.130793571E-2
2.360713498E0	-2.786718495E-2	1.041223109E-2	2.829551697E-3	2.988312092E-2
2.365433550E0	-3.907410428E-3	1.036026701E-2	-1.617622375E-2	1.960288764E-2
2.370153550E0	-8.649729192E-3	7.613077760E-4	-1.129627228E-2	1.424791816E-2
2.374873550E0	5.630236119E-3	1.499898732E-2	-1.120185852E-2	1.954867805E-2
2.379593602E0	2.216423303E-2	3.044385463E-3	7.553100586E-4	2.238508436E-2
2.384313602E0	1.723249257E-2	1.723514497E-2	-1.623153687E-3	2.442629014E-2
2.389033602E0	-4.296464846E-3	1.944314316E-2	-3.982543945E-3	2.030655269E-2
2.393753602E0	9.947221726E-3	1.214120910E-2	-1.344203949E-2	2.066505756E-2
2.398473654E0	5.117287859E-3	2.527330071E-3	1.039886475E-2	1.186214232E-2
2.403193654E0	1.933849975E-2	1.912317798E-2	-8.671760559E-3	2.854597940E-2
2.407913654E0	-6.925789639E-3	2.134342492E-2	5.638122559E-3	2.313648148E-2
2.412633654E0	1.445860602E-2	9.279977530E-3	3.218650818E-3	1.747938741E-2
2.417353706E0	1.911044121E-2	1.630004495E-2	-1.341915131E-2	2.847760612E-2
2.422073706E0	2.339735627E-3	6.679490209E-3	-1.441955566E-3	7.222824109E-3
2.426793706E0	2.374783158E-3	-7.662709802E-3	9.422302246E-4	8.077407651E-3
2.431513758E0	-9.482862428E-3	2.082649618E-2	-1.804828644E-2	2.914460956E-2
2.436233758E0	8.656643331E-5	1.354118437E-2	-2.027034760E-2	2.437741084E-2
2.440953758E0	-2.260176465E-3	3.943704069E-3	-1.298332214E-2	1.375601153E-2
2.445673758E0	1.676827297E-2	1.335313544E-2	2.509212494E-2	3.300145358E-2
2.450393810E0	4.507042468E-5	-3.417473286E-3	-8.338928223E-3	9.012151736E-3
2.455113810E0	1.668157801E-2	1.794577762E-2	1.071453094E-2	2.674186143E-2
2.459833810E0	1.894231141E-2	-2.016299963E-2	-5.984306335E-3	2.830494017E-2
2.464553810E0	2.229284495E-3	-8.095599711E-3	3.557205200E-3	9.119328532E-3
2.469273862E0	6.983179599E-3	8.588854223E-3	5.900382996E-3	1.254383250E-2
2.473993862E0	1.161349937E-2	-5.713198334E-3	2.246093750E-2	2.592311162E-2
2.478713862E0	1.860610396E-2	8.578516543E-3	1.040935516E-2	2.298113847E-2
2.483433862E0	8.930409327E-3	-5.751352757E-3	1.744079590E-2	2.042086264E-2
2.488153915E0	1.602933183E-2	8.540678769E-3	6.847381592E-4	1.817557535E-2
2.492873915E0	-6.877109408E-4	6.103437394E-3	-1.692771912E-3	6.371057299E-3
2.497593915E0	-5.429023877E-3	2.026870102E-2	-2.778053284E-2	3.481454503E-2
2.502313967E0	-1.253153943E-2	-3.678105772E-3	-2.043056488E-2	2.424821486E-2
2.507033967E0	6.554825231E-3	1.768739522E-2	-2.025985718E-2	2.768160935E-2
2.511753967E0	1.781301573E-3	2.460956573E-2	-3.479957581E-3	2.491814330E-2
2.516473967E0	-2.924770117E-3	-4.119340330E-3	-1.531505585E-2	1.612681558E-2
2.521194019E0	-2.428575605E-2	5.357272923E-3	-2.230644226E-2	3.340771897E-2
2.525914019E0	6.762815639E-3	2.862606198E-3	-3.635787964E-2	3.709212317E-2
2.530634019E0	4.360437393E-3	-9.018767625E-3	-4.317378998E-2	4.432073696E-2
2.535354019E0	-5.224984139E-3	-8.964940906E-3	-3.094959259E-2	3.264273129E-2
2.540074019E0	-5.182877183E-3	-1.362926885E-2	-2.357292175E-2	2.771825798E-2
2.544794071E0	1.977527514E-3	-2.540135384E-2	-2.337646484E-2	3.457742761E-2
2.549514071E0	-7.503783330E-3	-3.854896873E-3	-1.843643188E-2	2.027483699E-2
2.554234071E0	-5.069799721E-3	-1.805333793E-2	-2.065563202E-2	2.789768832E-2
2.558954123E0	-1.449253410E-2	-1.317838207E-2	-1.336383820E-2	2.371277019E-2
2.563674123E0	-9.599449113E-3	-1.308981329E-2	-2.749061584E-2	3.192532842E-2
2.568394123E0	-9.464927018E-3	-2.483841032E-2	-2.251625061E-2	3.483551366E-2
2.573114123E0	-2.268528566E-3	-1.513300091E-2	-3.345489502E-3	1.566353212E-2
2.577834175E0	-7.024645805E-3	-5.508549511E-3	-3.317832947E-3	9.523538306E-3
2.582554175E0	-2.165507525E-3	1.587221399E-2	-8.036613464E-3	1.792215823E-2
2.587274175E0	2.804063261E-4	-4.125821590E-2	-3.223419189E-3	4.138489385E-2
2.591994175E0	3.608781844E-4	-1.480579749E-2	-8.239746094E-4	1.483309834E-2
2.596714227E0	1.699459925E-2	-5.184158683E-3	3.927230835E-3	1.819656690E-2
2.601434227E0	2.614557743E-3	-1.937136054E-2	1.813220978E-2	2.666200579E-2
2.606154227E0	-1.161782257E-2	-7.338710129E-3	1.086235046E-2	1.751631026E-2
2.610874227E0	-6.776370108E-3	2.220869064E-3	1.314449310E-2	1.495423519E-2
2.615594279E0	5.143387243E-3	-2.386447042E-2	2.015304565E-2	3.165616259E-2
2.620314279E0	-6.765013561E-3	-1.176631451E-2	1.998519897E-2	2.415822311E-2
2.625034279E0	9.928395972E-3	9.694572538E-3	2.693843842E-2	3.030242973E-2
2.629754331E0	1.942000538E-2	2.474050969E-3	-1.760482788E-3	1.965596187E-2
2.634474331E0	7.336523384E-3	-4.630420357E-3	2.198219299E-2	2.363222750E-2
2.639194331E0	-6.935354322E-3	-4.557121545E-3	2.417182922E-2	2.555667866E-2
2.643914331E0	7.358312607E-3	1.921640709E-2	2.871608734E-2	3.532745021E-2
2.648634383E0	9.668750688E-3	2.378094196E-2	2.610492706E-2	3.661263658E-2
2.653354383E0	3.094299510E-2	1.647101715E-2	3.063201904E-2	4.655194886E-2
2.658074383E0	4.610136151E-3	4.476152360E-3	2.800369263E-2	2.873144786E-2
2.662794383E0	-1.473370939E-4	1.628209651E-2	2.065181732E-2	2.629878198E-2
2.667514435E0	1.646294072E-2	-9.920418262E-3	2.522659302E-2	3.171473019E-2
2.672234435E0	-7.404200733E-3	-9.858839214E-3	2.026939392E-2	2.372482306E-2
2.676954435E0	-1.206170209E-2	-1.219880581E-2	2.721881866E-2	3.217389641E-2
2.681674435E0	1.413908973E-2	-7.344651967E-3	4.360198975E-2	4.642188364E-2
2.686394435E0	9.274372831E-3	1.645228267E-2	7.646560669E-3	2.037551193E-2
2.691114487E0	-3.237091005E-4	2.084694803E-3	1.944732666E-2	1.956142260E-2
2.695834487E0	-5.096193403E-3	-1.219123229E-2	1.928520203E-2	2.337768913E-2
2.700554487E0	-1.691941358E-2	-2.160234191E-2	2.514839172E-3	2.755453044E-2
2.705274487E0	-1.437867433E-2	-1.426878944E-2	1.673126221E-2	2.627317572E-2
2.709994540E0	5.159527063E-6	-1.174219698E-2	1.896476746E-2	2.230564102E-2
2.714714540E0	-1.183257997E-2	-2.173986286E-3	1.880645752E-2	2.232529976E-2
2.719434540E0	-1.648101583E-2	-1.881521568E-2	1.627731323E-2	2.984270681E-2
2.724154592E0	-1.394407637E-2	-1.156095043E-2	9.022712708E-3	2.023616034E-2
2.728874592E0	-9.083384648E-3	-3.284172714E-2	-1.003646851E-2	3.552207227E-2
2.733594592E0	7.545081899E-3	-2.072489448E-2	-2.833366394E-3	2.223684953E-2
2.738314592E0	-2.339452878E-2	-2.057336085E-2	-3.365707397E-2	4.586246594E-2
2.743034644E0	-6.590822712E-3	-2.519693412E-2	-3.574943542E-2	4.423060667E-2
2.747754644E0	1.007285900E-2	-2.732512169E-2	-5.918121338E-2	6.595862931E-2
2.752474644E0	-9.051537141E-3	-1.045252383E-2	-6.484031677E-3	1.527181213E-2
2.757194644E0	1.229459979E-2	-7.985722274E-3	1.255226135E-2	1.929995361E-2
2.761914644E0	7.472949103E-3	-2.214974165E-2	-3.026390076E-2	3.824081213E-2
2.766634696E0	1.215502061E-2	-3.147794306E-2	-2.052021027E-2	3.949284055E-2
2.771354696E0	1.436922140E-2	-1.934448816E-2	-7.017993927E-2	7.420180336E-2
2.776074696E0	3.083039820E-2	-1.654215157E-4	-6.247615814E-2	6.966929850E-2
2.780794696E0	-5.076851696E-3	2.243712544E-3	-2.161693573E-2	2.231816703E-2
2.785514748E0	4.455856979E-3	-7.259618491E-3	9.410858154E-3	1.269334366E-2
2.790234748E0	2.100538462E-3	1.650853083E-2	-2.151489258E-2	2.719989806E-2
2.794954748E0	1.634718105E-2	1.163208857E-2	-4.506397247E-2	4.932846468E-2
2.799674748E0	2.330034785E-2	-2.695325762E-3	-4.468822479E-2	5.046987642E-2
2.804394800E0	3.491335735E-2	6.825473160E-3	-2.296066284E-2	4.234054373E-2
2.809114800E0	2.987537719E-2	-5.116984248E-3	2.468776703E-2	3.909229503E-2
2.813834800E0	3.434307501E-2	1.148676872E-2	4.109287262E-2	5.477240945E-2
2.818554800E0	1.981860399E-2	1.851667091E-2	-6.708145142E-3	2.793999601E-2
2.823274852E0	1.021690108E-2	3.020576015E-2	-1.851654053E-2	3.687323266E-2
2.827994852E0	1.962231100E-2	2.281439304E-2	1.248550415E-2	3.257943266E-2
2.832714852E0	1.708493009E-2	-3.498446196E-3	3.611087799E-2	4.010148964E-2
2.837434852E0	3.313999623E-4	1.783765852E-2	6.665802002E-2	6.900422828E-2
2.842154904E0	1.219177619E-2	2.241360396E-2	2.101707458E-2	3.305641350E-2
2.846874904E0	2.635432966E-2	1.748795435E-2	4.219722748E-2	5.273504761E-2
2.851594904E0	7.150525227E-3	1.972199231E-2	3.947353363E-2	4.470175443E-2
2.856314904E0	1.895437390E-2	1.004509255E-2	5.100917816E-2	5.533632108E-2
